"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.13950000000E+004, +6.26865430304E+001, +0.00000000000E+000
+2.14025000000E+004, +6.27793476116E+001, +0.00000000000E+000
+2.14100000000E+004, +6.28745771677E+001, +0.00000000000E+000
+2.14175000000E+004, +6.29713271892E+001, +0.00000000000E+000
+2.14250000000E+004, +6.30662102778E+001, +0.00000000000E+000
+2.14325000000E+004, +6.31691957101E+001, +0.00000000000E+000
+2.14400000000E+004, +6.32633648183E+001, +0.00000000000E+000
+2.14475000000E+004, +6.33607894294E+001, +0.00000000000E+000
+2.14550000000E+004, +6.34560727895E+001, +0.00000000000E+000
+2.14625000000E+004, +6.35522777424E+001, +0.00000000000E+000
+2.14700000000E+004, +6.36503671005E+001, +0.00000000000E+000
+2.14775000000E+004, +6.37465278414E+001, +0.00000000000E+000
+2.14850000000E+004, +6.38431930045E+001, +0.00000000000E+000
+2.14925000000E+004, +6.39352272439E+001, +0.00000000000E+000
+2.15000000000E+004, +6.40386545647E+001, +0.00000000000E+000
+2.15075000000E+004, +6.41358849490E+001, +0.00000000000E+000
+2.15150000000E+004, +6.42302930185E+001, +0.00000000000E+000
+2.15225000000E+004, +6.43299665528E+001, +0.00000000000E+000
+2.15300000000E+004, +6.44231968656E+001, +0.00000000000E+000
+2.15375000000E+004, +6.45240285171E+001, +0.00000000000E+000
+2.15450000000E+004, +6.46193481555E+001, +0.00000000000E+000
+2.15525000000E+004, +6.47132009873E+001, +0.00000000000E+000
+2.15600000000E+004, +6.48145134133E+001, +0.00000000000E+000
+2.15675000000E+004, +6.49102071395E+001, +0.00000000000E+000
+2.15750000000E+004, +6.50079850188E+001, +0.00000000000E+000
+2.15825000000E+004, +6.51095577075E+001, +0.00000000000E+000
+2.15900000000E+004, +6.52089496294E+001, +0.00000000000E+000
+2.15975000000E+004, +6.53021172573E+001, +0.00000000000E+000
+2.16050000000E+004, +6.53964231286E+001, +0.00000000000E+000
+2.16125000000E+004, +6.54969705769E+001, +0.00000000000E+000
+2.16200000000E+004, +6.55908869248E+001, +0.00000000000E+000
+2.16275000000E+004, +6.56875079777E+001, +0.00000000000E+000
+2.16350000000E+004, +6.57906552893E+001, +0.00000000000E+000
+2.16425000000E+004, +6.58899009535E+001, +0.00000000000E+000
+2.16500000000E+004, +6.59821275620E+001, +0.00000000000E+000
+2.16575000000E+004, +6.60835780530E+001, +0.00000000000E+000
+2.16650000000E+004, +6.61841929344E+001, +0.00000000000E+000
+2.16725000000E+004, +6.62815784330E+001, +0.00000000000E+000
+2.16800000000E+004, +6.63783872393E+001, +0.00000000000E+000
+2.16875000000E+004, +6.64736535252E+001, +0.00000000000E+000
+2.16950000000E+004, +6.65709386141E+001, +0.00000000000E+000
+2.17025000000E+004, +6.66730610093E+001, +0.00000000000E+000
+2.17100000000E+004, +6.67737624242E+001, +0.00000000000E+000
+2.17175000000E+004, +6.68673989462E+001, +0.00000000000E+000
+2.17250000000E+004, +6.69675315143E+001, +0.00000000000E+000
+2.17325000000E+004, +6.70655192045E+001, +0.00000000000E+000
+2.17400000000E+004, +6.71665222932E+001, +0.00000000000E+000
+2.17475000000E+004, +6.72611628069E+001, +0.00000000000E+000
+2.17550000000E+004, +6.73657717944E+001, +0.00000000000E+000
+2.17625000000E+004, +6.74598901195E+001, +0.00000000000E+000
+2.17700000000E+004, +6.75564113962E+001, +0.00000000000E+000
+2.17775000000E+004, +6.76580797553E+001, +0.00000000000E+000
+2.17850000000E+004, +6.77596748500E+001, +0.00000000000E+000
+2.17925000000E+004, +6.78515786787E+001, +0.00000000000E+000
+2.18000000000E+004, +6.79509781243E+001, +0.00000000000E+000
+2.18075000000E+004, +6.80561852953E+001, +0.00000000000E+000
+2.18150000000E+004, +6.81485739911E+001, +0.00000000000E+000
+2.18225000000E+004, +6.82547628092E+001, +0.00000000000E+000
+2.18300000000E+004, +6.83524442171E+001, +0.00000000000E+000
+2.18375000000E+004, +6.84490537905E+001, +0.00000000000E+000
+2.18450000000E+004, +6.85543883864E+001, +0.00000000000E+000
+2.18525000000E+004, +6.86473694344E+001, +0.00000000000E+000
+2.18600000000E+004, +6.87482644094E+001, +0.00000000000E+000
+2.18675000000E+004, +6.88457751296E+001, +0.00000000000E+000
+2.18750000000E+004, +6.89480850495E+001, +0.00000000000E+000
+2.18825000000E+004, +6.90463531983E+001, +0.00000000000E+000
+2.18900000000E+004, +6.91473939068E+001, +0.00000000000E+000
+2.18975000000E+004, +6.92502131068E+001, +0.00000000000E+000
+2.19050000000E+004, +6.93511841841E+001, +0.00000000000E+000
+2.19125000000E+004, +6.94487688515E+001, +0.00000000000E+000
+2.19200000000E+004, +6.95485153345E+001, +0.00000000000E+000
+2.19275000000E+004, +6.96502589730E+001, +0.00000000000E+000
+2.19350000000E+004, +6.97491038472E+001, +0.00000000000E+000
+2.19425000000E+004, +6.98465038532E+001, +0.00000000000E+000
+2.19500000000E+004, +6.99498096033E+001, +0.00000000000E+000
+2.19575000000E+004, +7.00525818218E+001, +0.00000000000E+000
+2.19650000000E+004, +7.01551474577E+001, +0.00000000000E+000
+2.19725000000E+004, +7.02594364998E+001, +0.00000000000E+000
+2.19800000000E+004, +7.03597632013E+001, +0.00000000000E+000
+2.19875000000E+004, +7.04610152061E+001, +0.00000000000E+000
+2.19950000000E+004, +7.05617662848E+001, +0.00000000000E+000
+2.20025000000E+004, +7.06711189264E+001, +0.00000000000E+000
+2.20100000000E+004, +7.07707007322E+001, +0.00000000000E+000
+2.20175000000E+004, +7.08719849147E+001, +0.00000000000E+000
+2.20250000000E+004, +7.09745487190E+001, +0.00000000000E+000
+2.20325000000E+004, +7.10727365995E+001, +0.00000000000E+000
+2.20400000000E+004, +7.11849300786E+001, +0.00000000000E+000
+2.20475000000E+004, +7.12851531492E+001, +0.00000000000E+000
+2.20550000000E+004, +7.13903553855E+001, +0.00000000000E+000
+2.20625000000E+004, +7.14984793797E+001, +0.00000000000E+000
+2.20700000000E+004, +7.16060335374E+001, +0.00000000000E+000
+2.20775000000E+004, +7.17124078623E+001, +0.00000000000E+000
+2.20850000000E+004, +7.18185166416E+001, +0.00000000000E+000
+2.20925000000E+004, +7.19295956358E+001, +0.00000000000E+000
+2.21000000000E+004, +7.20396916793E+001, +0.00000000000E+000
+2.21075000000E+004, +7.21559423801E+001, +0.00000000000E+000
+2.21150000000E+004, +7.22582650329E+001, +0.00000000000E+000
+2.21225000000E+004, +7.23794228422E+001, +0.00000000000E+000
+2.21300000000E+004, +7.24900508061E+001, +0.00000000000E+000
+2.21375000000E+004, +7.26120935613E+001, +0.00000000000E+000
+2.21450000000E+004, +7.27327362170E+001, +0.00000000000E+000
+2.21525000000E+004, +7.28640027377E+001, +0.00000000000E+000
+2.21600000000E+004, +7.29927344678E+001, +0.00000000000E+000
+2.21675000000E+004, +7.31196732028E+001, +0.00000000000E+000
+2.21750000000E+004, +7.32571470956E+001, +0.00000000000E+000
+2.21825000000E+004, +7.33800025441E+001, +0.00000000000E+000
+2.21900000000E+004, +7.34739508912E+001, +0.00000000000E+000
+2.21975000000E+004, +7.35038001875E+001, +0.00000000000E+000
+2.22050000000E+004, +7.34374605905E+001, +0.00000000000E+000
+2.22125000000E+004, +7.32823774633E+001, +0.00000000000E+000
+2.22200000000E+004, +7.31411681058E+001, +0.00000000000E+000
+2.22275000000E+004, +7.31868376302E+001, +0.00000000000E+000
+2.22350000000E+004, +7.33797144691E+001, +0.00000000000E+000
+2.22425000000E+004, +7.35552845430E+001, +0.00000000000E+000
+2.22500000000E+004, +7.36854909341E+001, +0.00000000000E+000
+2.22575000000E+004, +7.38208260598E+001, +0.00000000000E+000
+2.22650000000E+004, +7.39515678502E+001, +0.00000000000E+000
+2.22725000000E+004, +7.40745940298E+001, +0.00000000000E+000
+2.22800000000E+004, +7.41956564958E+001, +0.00000000000E+000
+2.22875000000E+004, +7.43128641378E+001, +0.00000000000E+000
+2.22950000000E+004, +7.44230885679E+001, +0.00000000000E+000
+2.23025000000E+004, +7.45374346687E+001, +0.00000000000E+000
+2.23100000000E+004, +7.46522593636E+001, +0.00000000000E+000
+2.23175000000E+004, +7.47635852479E+001, +0.00000000000E+000
+2.23250000000E+004, +7.48758385792E+001, +0.00000000000E+000
+2.23325000000E+004, +7.49910658654E+001, +0.00000000000E+000
+2.23400000000E+004, +7.51033366093E+001, +0.00000000000E+000
+2.23475000000E+004, +7.52085752727E+001, +0.00000000000E+000
+2.23550000000E+004, +7.53145455437E+001, +0.00000000000E+000
+2.23625000000E+004, +7.54248899358E+001, +0.00000000000E+000
+2.23700000000E+004, +7.55361573731E+001, +0.00000000000E+000
+2.23775000000E+004, +7.56463951810E+001, +0.00000000000E+000
+2.23850000000E+004, +7.57526203375E+001, +0.00000000000E+000
+2.23925000000E+004, +7.58614888457E+001, +0.00000000000E+000
+2.24000000000E+004, +7.59794028805E+001, +0.00000000000E+000
